TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315968709.36637855,00000000-0000-0000-0000-000000032584,OTHERS,1791.827884238194,411.99169024028976,PIT
315968709.46782035,00000000-0000-0000-0000-000000032584,OTHERS,1791.8648227888214,412.0648940562325,PIT
315968709.57977235,00000000-0000-0000-0000-000000032584,OTHERS,1790.8389387614484,411.1816042613912,PIT
315968709.6801427,00000000-0000-0000-0000-000000032584,OTHERS,1790.690869089801,411.0624647028483,PIT
315968709.776639,00000000-0000-0000-0000-000000032584,OTHERS,1790.2077545875918,410.6873853120316,PIT
315968709.8774041,00000000-0000-0000-0000-000000032584,OTHERS,1790.1577050496903,410.82805058921065,PIT
315968709.9761159,00000000-0000-0000-0000-000000032584,OTHERS,1789.2141682455083,410.020779042826,PIT
315968710.0731828,00000000-0000-0000-0000-000000032584,OTHERS,1788.618134705843,409.650903621356,PIT
315968710.177287,00000000-0000-0000-0000-000000032584,OTHERS,1788.430704859449,409.6193124967393,PIT
315968710.27181256,00000000-0000-0000-0000-000000032584,OTHERS,1788.111540473844,409.4202475757269,PIT
315968710.37462014,00000000-0000-0000-0000-000000032584,OTHERS,1787.8410128910657,409.31691896057833,PIT
315968710.4730126,00000000-0000-0000-0000-000000032584,OTHERS,1787.3168075585493,409.0683827909529,PIT
315968710.5715184,00000000-0000-0000-0000-000000032584,OTHERS,1786.6424030479948,408.906286217234,PIT
315968710.66889983,00000000-0000-0000-0000-000000032584,OTHERS,1786.3531723655246,408.76597136342,PIT
315968710.7749004,00000000-0000-0000-0000-000000032584,OTHERS,1786.0547943484,408.7108273557337,PIT
315968710.8762906,00000000-0000-0000-0000-000000032584,OTHERS,1785.8545442156867,408.5940701115591,PIT
315968710.9753652,00000000-0000-0000-0000-000000032584,OTHERS,1785.5735273589648,408.5231480210984,PIT
315968711.0808453,00000000-0000-0000-0000-000000032584,OTHERS,1784.475151231651,408.54743119687936,PIT
315968711.1737884,00000000-0000-0000-0000-000000032584,OTHERS,1784.6333532815772,408.3659017227309,PIT
315968711.27166694,00000000-0000-0000-0000-000000032584,OTHERS,1784.3299588091998,408.55785469161424,PIT
315968711.376374,00000000-0000-0000-0000-000000032584,OTHERS,1783.731650296246,408.5110457592149,PIT
315968711.4788768,00000000-0000-0000-0000-000000032584,OTHERS,1784.1366830666116,408.5907228945222,PIT
315968711.57999265,00000000-0000-0000-0000-000000032584,OTHERS,1783.593904928906,408.6665536057009,PIT
315968711.6811689,00000000-0000-0000-0000-000000032584,OTHERS,1783.2956138125655,408.5819908635284,PIT
315968711.77444106,00000000-0000-0000-0000-000000032584,OTHERS,1782.7767793177973,408.7204813662297,PIT
315968711.8762197,00000000-0000-0000-0000-000000032584,OTHERS,1782.340666147799,408.6929551673365,PIT
315968711.98138833,00000000-0000-0000-0000-000000032584,OTHERS,1782.105675938181,408.6718928360238,PIT
315968712.0764333,00000000-0000-0000-0000-000000032584,OTHERS,1782.437701327643,408.6337626137609,PIT
315968712.17256814,00000000-0000-0000-0000-000000032584,OTHERS,1782.1405098872417,408.8258656499525,PIT
315968712.2761522,00000000-0000-0000-0000-000000032584,OTHERS,1781.736677221231,408.7844929430509,PIT
315968712.47616583,00000000-0000-0000-0000-000000032584,OTHERS,1781.5078415135324,408.9036947742646,PIT
315968712.5794267,00000000-0000-0000-0000-000000032584,OTHERS,1781.2325540740785,408.89832822158434,PIT
